Gene_id_NCBI	OrthologueCluster_ortho_cluster
851430	EOG09263I9S
2	EOG09263I9S
2	EOG09263IAL
1	EOG09263IAL
9	EOG09263IF1
852533	EOG09263IF1
2	EOG09263IF1
9	EOG09263IG0
2	EOG09263IG0
855317	EOG09263IMF
2	EOG09263IMF
856466	EOG09263IQ5
1	EOG09263IQ5
2	EOG09263IQ5
2	EOG09263IQR
9	EOG09263ISK
1	EOG09263ISK
1	EOG09263IT0
2	EOG09263IT0
854414	EOG09263IT0
1	EOG09263ITG
2	EOG09263ITG
850431	EOG09263ITH
1	EOG09263IV7
2	EOG09263IV7
855031	EOG09263IYE
852892	EOG09263IYE
2	EOG09263IYE
854696	EOG09263J3D
9	EOG09263J3D
1	EOG09263J3D
2	EOG09263J3D
1	EOG09263J3H
2	EOG09263J3H
850713	EOG09263J3H
9	EOG09263J6Q
1	EOG09263J6Q
9	EOG09263J6Z
1	EOG09263J6Z
2	EOG09263J6Z
851582	EOG09263J6Z
9	EOG09263J7D
1	EOG09263J7D
856384	EOG09263J7D
2	EOG09263J7D
9	EOG09263J8B
2	EOG09263J8B
2	EOG09263J8I
2	EOG09263J8O
1	EOG09263J98
2	EOG09263J98
1	EOG09263JCT
853052	EOG09263JCT
2	EOG09263JCT
852773	EOG09263JFQ
2	EOG09263JFQ
2	EOG09263JIA
854017	EOG09263JIA
9	EOG09263JK8
852143	EOG09263JPT
853307	EOG09263JSU
853927	EOG09263JSU
9	EOG09263JSU
2	EOG09263JSU
9	EOG09263JSZ
2	EOG09263JSZ
9	EOG09263JTG
1	EOG09263JTO
851329	EOG09263JTO
2	EOG09263JTO
1	EOG09263JVM
850869	EOG09263JW5
9	EOG09263JW5
1	EOG09263JW5
2	EOG09263JW5
856397	EOG09263JXU
2	EOG09263JXU
853534	EOG09263JZO
1	EOG09263JZO
2	EOG09263JZO
2	EOG09263JZQ
852443	EOG09263K05
2	EOG09263K05
2	EOG09263K0G
2542495	EOG09263K1N
2	EOG09263K1N
1	EOG09263K2P
2	EOG09263K2P
9	EOG09263K45
855411	EOG09263K45
2	EOG09263K45
850910	EOG09263K59
1	EOG09263K59
1	EOG09263K6T
2	EOG09263K6T
851447	EOG09263K81
1	EOG09263K81
2	EOG09263K81
9	EOG09263KA2
1	EOG09263KA2
855400	EOG09263KA2
2	EOG09263KA2
850704	EOG09263KB4
1	EOG09263KB4
2	EOG09263KB4
2	EOG09263KB6
2	EOG09263KBI
9	EOG09263KC0
1	EOG09263KC0
9	EOG09263KC1
1	EOG09263KC1
9	EOG09263KDI
1	EOG09263KDI
855315	EOG09263KDI
2	EOG09263KDI
852614	EOG09263KEE
1	EOG09263KEE
2	EOG09263KEE
1	EOG09263KEN
854555	EOG09263KER
9	EOG09263KER
1	EOG09263KER
2	EOG09263KER
854484	EOG09263KH7
1	EOG09263KH7
853246	EOG09263KH7
2	EOG09263KH7
855871	EOG09263KJF
2	EOG09263KJF
9	EOG09263KN6
2	EOG09263KN6
2	EOG09263KOG
856420	EOG09263KOG
852617	EOG09263KOG
855309	EOG09263KQC
9	EOG09263KQC
2542011	EOG09263KQC
852296	EOG09263KQC
2	EOG09263KQC
9	EOG09263KRO
854435	EOG09263KRO
1	EOG09263KRO
2	EOG09263KRO
855142	EOG09263KSG
2	EOG09263KSG
9	EOG09263KSO
1	EOG09263KVG
2	EOG09263KVG
855077	EOG09263KVG
852919	EOG09263KWG
1	EOG09263KWG
2	EOG09263KWG
1	EOG09263KX5
853472	EOG09263KX5
855775	EOG09263KZ8
1	EOG09263KZ8
2	EOG09263KZ8
9	EOG09263KZJ
852549	EOG09263KZJ
2	EOG09263KZJ
854761	EOG09263L00
856787	EOG09263L00
1	EOG09263L00
2	EOG09263L00
9	EOG09263L0Y
2	EOG09263L0Y
854828	EOG09263L0Z
1	EOG09263L0Z
2	EOG09263L0Z
1	EOG09263L2J
2	EOG09263L2J
2	EOG09263L2Q
1	EOG09263L2Q
9	EOG09263L42
851516	EOG09263L42
2	EOG09263L42
9	EOG09263L52
2	EOG09263L52
852815	EOG09263L52
9	EOG09263L59
852703	EOG09263L59
1	EOG09263L59
2	EOG09263L59
9	EOG09263L6L
1	EOG09263L6L
2	EOG09263L6L
850520	EOG09263L7Y
9	EOG09263L7Y
2	EOG09263L7Y
2	EOG09263L87
2	EOG09263L95
851439	EOG09263L9Q
1	EOG09263L9Q
2	EOG09263L9Q
853750	EOG09263L9T
2	EOG09263L9T
856720	EOG09263LAA
2	EOG09263LAA
853943	EOG09263LAR
852514	EOG09263LAR
2538945	EOG09263LAR
2	EOG09263LAR
9	EOG09263LAV
2	EOG09263LAV
856464	EOG09263LAV
856545	EOG09263LBX
2539276	EOG09263LBX
2	EOG09263LBX
1	EOG09263LCA
9	EOG09263LDB
1	EOG09263LDC
2	EOG09263LDC
9	EOG09263LHE
2	EOG09263LIJ
1	EOG09263LIW
2	EOG09263LIW
9	EOG09263LK9
2	EOG09263LK9
855736	EOG09263LLB
850368	EOG09263LLB
851992	EOG09263LLB
2	EOG09263LLB
2	EOG09263LLY
1	EOG09263LNF
854105	EOG09263LNF
2	EOG09263LNF
9	EOG09263LO1
1	EOG09263LO1
2	EOG09263LO1
9	EOG09263LOX
2	EOG09263LOX
856782	EOG09263LP3
2	EOG09263LP3
9	EOG09263LQ4
851993	EOG09263LQ4
2540711	EOG09263LQ4
853681	EOG09263LQ4
2	EOG09263LQ4
853886	EOG09263LQG
1	EOG09263LQG
2	EOG09263LQG
855649	EOG09263LR1
2	EOG09263LR1
9	EOG09263LR4
2542647	EOG09263LR4
2	EOG09263LR4
2543345	EOG09263LR4
1	EOG09263LSL
2	EOG09263LTT
9	EOG09263LUI
2	EOG09263LUI
1	EOG09263LV0
2	EOG09263LV0
9	EOG09263LVS
1	EOG09263LVS
2	EOG09263LVS
850819	EOG09263LZB
1	EOG09263LZB
2	EOG09263LZB
856204	EOG09263M4J
9	EOG09263M4J
2	EOG09263M4J
852048	EOG09263M8W
9	EOG09263M8W
854990	EOG09263M8W
2	EOG09263M8W
850620	EOG09263M9M
2541445	EOG09263M9M
2540236	EOG09263M9M
2542138	EOG09263M9M
2540129	EOG09263M9M
853969	EOG09263M9M
1	EOG09263M9M
851717	EOG09263M9M
2541768	EOG09263M9M
2541030	EOG09263M9M
850864	EOG09263M9M
2	EOG09263M9M
1	EOG09263MAK
2	EOG09263MAK
852045	EOG09263MDG
1	EOG09263MDG
2	EOG09263MDG
856103	EOG09263MDY
9	EOG09263MDY
852977	EOG09263MDY
2	EOG09263MDY
850807	EOG09263MEM
2	EOG09263MEM
853662	EOG09263MG3
2	EOG09263MG3
850348	EOG09263MGE
2	EOG09263MGE
2541651	EOG09263MGR
1	EOG09263MGR
2	EOG09263MGR
855383	EOG09263MIB
9	EOG09263MIB
850485	EOG09263MIB
855121	EOG09263MIB
2	EOG09263MIB
855934	EOG09263MNN
2	EOG09263MNN
855855	EOG09263MNW
855371	EOG09263MNW
1	EOG09263MOR
2	EOG09263MOR
9	EOG09263MR4
1	EOG09263MR4
856748	EOG09263MR4
2	EOG09263MR4
850906	EOG09263MSR
2	EOG09263MSR
9	EOG09263MTQ
2	EOG09263MTQ
854755	EOG09263MUC
856793	EOG09263MUC
2	EOG09263MUC
2	EOG09263MVV
2541360	EOG09263MXG
851241	EOG09263MXG
1	EOG09263MXG
2	EOG09263MXG
2	EOG09263MXZ
856332	EOG09263MYW
2538985	EOG09263N0K
854205	EOG09263N0K
2	EOG09263N0K
851865	EOG09263N0K
1	EOG09263N0N
855260	EOG09263N2I
1	EOG09263N2I
2	EOG09263N2I
852250	EOG09263N43
9	EOG09263N43
852380	EOG09263N43
855078	EOG09263N43
2	EOG09263N43
9	EOG09263N4G
2	EOG09263N4K
850290	EOG09263N5J
9	EOG09263N5J
1	EOG09263N5J
853980	EOG09263N5J
856327	EOG09263N5J
9	EOG09263NAP
2	EOG09263NAP
1	EOG09263NE7
851907	EOG09263NE7
2	EOG09263NE7
856463	EOG09263NE7
852933	EOG09263NHJ
9	EOG09263NHJ
2	EOG09263NHJ
9	EOG09263NN4
1	EOG09263NN4
9	EOG09263NQZ
851146	EOG09263NQZ
851444	EOG09263NQZ
2	EOG09263NQZ
856255	EOG09263NUV
1	EOG09263NUV
2	EOG09263NUV
856777	EOG09263NUZ
9	EOG09263NUZ
1	EOG09263NUZ
2	EOG09263NUZ
1	EOG09263NXD
853081	EOG09263NXM
1	EOG09263NXM
2	EOG09263NXM
9	EOG09263NY5
1	EOG09263NY5
854520	EOG09263NY5
855877	EOG09263O2J
9	EOG09263O2J
1	EOG09263O2J
2	EOG09263O2J
855215	EOG09263O2J
1	EOG09263O5Z
2	EOG09263O5Z
2	EOG09263OAE
855840	EOG09263OAE
9	EOG09263OCO
1	EOG09263OCO
853739	EOG09263OCO
2	EOG09263OCO
854488	EOG09263OD3
9	EOG09263OD3
2	EOG09263OD3
9	EOG09263OLM
852844	EOG09263ONJ
852154	EOG09263ONJ
9	EOG09263ONJ
852720	EOG09263ONJ
2	EOG09263ONJ
2543471	EOG09263ONJ
854014	EOG09263ONJ
2	EOG09263ONS
9	EOG09263ONX
1	EOG09263ONX
2	EOG09263ONX
1	EOG09263OPK
1	EOG09263OQH
852383	EOG09263OQH
2	EOG09263OQH
1	EOG09263OWL
2	EOG09263OWL
855652	EOG09263OWL
854692	EOG09263OXI
855669	EOG09263OXI
2	EOG09263OXI
2	EOG09263OZA
9	EOG09263OZR
1	EOG09263OZR
852106	EOG09263OZR
2	EOG09263OZR
854413	EOG09263OZS
2	EOG09263OZS
1	EOG09263P17
853523	EOG09263P17
2	EOG09263P17
854406	EOG09263P2H
2541055	EOG09263P2H
853313	EOG09263P2H
1	EOG09263P2H
851396	EOG09263P2H
2540919	EOG09263P2H
2	EOG09263P2H
855963	EOG09263P2H
855527	EOG09263P3N
1	EOG09263P3N
9	EOG09263P4W
2	EOG09263P4W
1	EOG09263PA6
2	EOG09263PA6
9	EOG09263PAP
1	EOG09263PAP
2	EOG09263PAP
9	EOG09263PBB
2	EOG09263PBB
1	EOG09263PC5
2	EOG09263PC5
850367	EOG09263PDF
1	EOG09263PDF
2	EOG09263PDF
2	EOG09263PF5
856837	EOG09263PF7
1	EOG09263PF7
2	EOG09263PF7
854078	EOG09263PLG
2	EOG09263PLG
9	EOG09263POF
2	EOG09263POF
9	EOG09263POH
853357	EOG09263POH
2	EOG09263POH
2	EOG09263POQ
2542543	EOG09263PTC
852102	EOG09263PTC
9	EOG09263PTC
854160	EOG09263PTC
1	EOG09263PTC
850710	EOG09263PTC
2	EOG09263PTC
1	EOG09263PWF
2	EOG09263PWF
852438	EOG09263PWF
9	EOG09263PX6
2	EOG09263PX6
1	EOG09263PXH
854791	EOG09263PXH
2	EOG09263PXH
2	EOG09263PYR
1	EOG09263Q08
854462	EOG09263Q08
2	EOG09263Q08
9	EOG09263Q1A
852594	EOG09263Q1W
2	EOG09263Q1W
9	EOG09263Q39
2	EOG09263Q39
9	EOG09263Q7I
1	EOG09263Q7I
856692	EOG09263Q7N
2	EOG09263Q7N
855428	EOG09263Q8J
9	EOG09263Q8J
2	EOG09263Q8J
9	EOG09263Q9S
2	EOG09263Q9S
2	EOG09263Q9U
9	EOG09263Q9X
2	EOG09263Q9X
9	EOG09263QAH
1	EOG09263QAH
856594	EOG09263QAQ
2	EOG09263QAQ
850554	EOG09263QB7
2	EOG09263QB7
9	EOG09263QF7
1	EOG09263QH4
853535	EOG09263QH4
2	EOG09263QH4
1	EOG09263QJT
2	EOG09263QJT
9	EOG09263QJX
1	EOG09263QJX
2	EOG09263QJX
2	EOG09263QLS
9	EOG09263QM6
1	EOG09263QM6
2542788	EOG09263QMO
1	EOG09263QMO
2	EOG09263QMO
1	EOG09263QMR
1	EOG09263QNK
851878	EOG09263QNK
2	EOG09263QNK
851842	EOG09263QPR
2	EOG09263QPR
856048	EOG09263QQK
856921	EOG09263QQK
2543483	EOG09263QQK
2	EOG09263QQK
2	EOG09263QR4
1	EOG09263QS5
2	EOG09263QS5
1	EOG09263QUL
855281	EOG09263QUM
9	EOG09263QUM
1	EOG09263QUM
2	EOG09263QUM
852385	EOG09263QWI
2	EOG09263QWI
851256	EOG09263R00
1	EOG09263R00
2	EOG09263R00
1	EOG09263R03
854114	EOG09263R4M
1	EOG09263R4M
2	EOG09263R4M
851218	EOG09263R4M
853550	EOG09263R62
9	EOG09263R62
2	EOG09263R62
9	EOG09263RA5
2	EOG09263RA5
9	EOG09263RDD
851310	EOG09263RDD
1	EOG09263RDD
2	EOG09263RDD
2	EOG09263REY
850888	EOG09263REY
855171	EOG09263RF8
2	EOG09263RF8
9	EOG09263RGP
2	EOG09263RGP
2	EOG09263RH5
9	EOG09263RL0
1	EOG09263RLL
2	EOG09263RLL
2	EOG09263RN9
9	EOG09263RO8
854446	EOG09263RO8
2	EOG09263RO8
2	EOG09263RO9
853458	EOG09263ROQ
2	EOG09263ROQ
1	EOG09263RUN
2	EOG09263RUN
1	EOG09263RUP
9	EOG09263RVL
855180	EOG09263RVL
2	EOG09263RVL
1	EOG09263RVR
854241	EOG09263RVR
2	EOG09263RVR
853955	EOG09263RW3
9	EOG09263RW3
2	EOG09263RW3
2	EOG09263RWY
9	EOG09263RY2
2	EOG09263RY2
854282	EOG09263RY2
853563	EOG09263RZ7
1	EOG09263RZ7
2	EOG09263RZ7
1	EOG09263RZU
2	EOG09263RZU
9	EOG09263S1E
850500	EOG09263S1E
2	EOG09263S1E
2	EOG09263S1R
1	EOG09263S2H
2	EOG09263S2H
853761	EOG09263S2P
1	EOG09263S2P
2	EOG09263S2P
850998	EOG09263S2Q
2	EOG09263S2Q
855607	EOG09263S30
9	EOG09263S30
856515	EOG09263S30
2	EOG09263S30
2	EOG09263S52
1	EOG09263S56
2	EOG09263S56
2	EOG09263S7U
2	EOG09263S8J
9	EOG09263S9Y
2	EOG09263S9Y
850745	EOG09263SAP
9	EOG09263SAP
1	EOG09263SAP
2	EOG09263SAP
3361266	EOG09263SAP
9	EOG09263SB2
1	EOG09263SB2
2	EOG09263SB2
2	EOG09263SBD
2	EOG09263SD6
853199	EOG09263SD6
9	EOG09263SEY
850604	EOG09263SEY
2	EOG09263SEY
9	EOG09263SFV
2	EOG09263SFV
856136	EOG09263SFX
2	EOG09263SFX
9	EOG09263SG1
1	EOG09263SG1
2	EOG09263SG1
9	EOG09263SHE
1	EOG09263SHE
9	EOG09263SIF
2	EOG09263SIF
851121	EOG09263SIF
1	EOG09263SLC
1	EOG09263SLD
2	EOG09263SLD
9	EOG09263SMB
2	EOG09263SMB
9	EOG09263SPV
2	EOG09263SPV
9	EOG09263SQX
851861	EOG09263SQX
2	EOG09263SQX
9	EOG09263SR9
9	EOG09263SRC
2	EOG09263SRC
9	EOG09263SSV
1	EOG09263SV5
1	EOG09263SWK
854477	EOG09263SWK
2	EOG09263SWK
854057	EOG09263SZM
1	EOG09263SZM
2	EOG09263SZM
2	EOG09263T54
2	EOG09263T55
2	EOG09263T5F
1	EOG09263T5F
1	EOG09263T70
2	EOG09263T70
855030	EOG09263T7Y
2	EOG09263T7Y
853744	EOG09263TA7
1	EOG09263TA7
2	EOG09263TA7
856779	EOG09263TC9
853540	EOG09263TC9
9	EOG09263TC9
2	EOG09263TC9
9	EOG09263TDM
2	EOG09263TDM
9	EOG09263TFB
2	EOG09263TJQ
9	EOG09263TL6
850402	EOG09263TL6
2	EOG09263TL6
9	EOG09263TLS
2	EOG09263TLS
850579	EOG09263TLT
854981	EOG09263TNH
2	EOG09263TNH
2541358	EOG09263TPW
1	EOG09263TPW
2	EOG09263TPW
854208	EOG09263TPW
9	EOG09263TQ5
2	EOG09263TQ5
852327	EOG09263TQ5
9	EOG09263TQJ
1	EOG09263TQJ
2	EOG09263TQJ
1	EOG09263TQL
2	EOG09263TQL
853395	EOG09263TQN
853465	EOG09263TQN
853106	EOG09263TQN
2	EOG09263TQN
852229	EOG09263TRQ
9	EOG09263TRQ
2543139	EOG09263TRQ
2	EOG09263TRQ
2	EOG09263TST
9	EOG09263TXD
855037	EOG09263TXD
1	EOG09263TXD
2	EOG09263TXD
855267	EOG09263U08
2	EOG09263U08
1	EOG09263U1I
1	EOG09263U6J
855698	EOG09263U6J
2	EOG09263U6J
851267	EOG09263U71
9	EOG09263U71
1	EOG09263U71
2	EOG09263U71
9	EOG09263U76
2	EOG09263U76
2	EOG09263U7Y
1	EOG09263UA3
850550	EOG09263UAJ
1	EOG09263UAJ
2	EOG09263UAJ
9	EOG09263UAN
2541104	EOG09263UAN
851949	EOG09263UAN
2	EOG09263UAN
856497	EOG09263UAN
850581	EOG09263UCR
2	EOG09263UCR
9	EOG09263UH7
2	EOG09263UH7
855821	EOG09263UI4
1	EOG09263UI4
2	EOG09263UI4
853922	EOG09263ULA
2540409	EOG09263ULA
9	EOG09263ULA
2	EOG09263ULA
1	EOG09263UN3
2	EOG09263UN3
851109	EOG09263UN3
1	EOG09263UO9
2	EOG09263UO9
851751	EOG09263UOB
2	EOG09263UOB
9	EOG09263UPI
1	EOG09263UPI
2	EOG09263UPI
9	EOG09263UQ4
853122	EOG09263UQ4
2	EOG09263UQ4
852651	EOG09263UQF
9	EOG09263UQF
2	EOG09263UQF
1	EOG09263URM
856568	EOG09263URZ
9	EOG09263URZ
855769	EOG09263URZ
853163	EOG09263URZ
850437	EOG09263URZ
2	EOG09263URZ
9	EOG09263UWJ
1	EOG09263UWJ
2	EOG09263UWJ
851136	EOG09263UWJ
855954	EOG09263UXX
1	EOG09263UXX
2	EOG09263UXX
9	EOG09263V19
9	EOG09263V26
2	EOG09263V33
854231	EOG09263V4I
2	EOG09263V4I
1	EOG09263V5V
9	EOG09263V60
853009	EOG09263V60
1	EOG09263V60
2	EOG09263V60
852951	EOG09263V65
2	EOG09263V65
9	EOG09263V7J
2	EOG09263V7W
9	EOG09263V7Y
2	EOG09263V7Y
2	EOG09263V92
1	EOG09263VBX
2	EOG09263VBX
851953	EOG09263VDJ
1	EOG09263VFN
2	EOG09263VFN
850381	EOG09263VFN
1	EOG09263VHG
2	EOG09263VHG
9	EOG09263VHR
2	EOG09263VHR
9	EOG09263VIW
853924	EOG09263VJ4
853312	EOG09263VJ4
2	EOG09263VJ4
855722	EOG09263VJV
1	EOG09263VJV
2	EOG09263VJV
850580	EOG09263VKH
856409	EOG09263VKH
2	EOG09263VKH
851039	EOG09263VKZ
852893	EOG09263VKZ
2	EOG09263VKZ
9	EOG09263VM0
2	EOG09263VM0
1	EOG09263VND
850423	EOG09263VND
851377	EOG09263VND
2	EOG09263VND
853593	EOG09263VOP
1	EOG09263VOP
2	EOG09263VOP
2541256	EOG09263VQN
851433	EOG09263VQN
856504	EOG09263VQN
851974	EOG09263VQN
853559	EOG09263VQN
2542088	EOG09263VQN
2541584	EOG09263VQN
852446	EOG09263VQN
2	EOG09263VQN
854287	EOG09263VQN
2541958	EOG09263VQN
853107	EOG09263VRL
9	EOG09263VRL
1	EOG09263VRL
2	EOG09263VRL
851504	EOG09263VS3
2	EOG09263VS3
850650	EOG09263VUM
850706	EOG09263VUM
9	EOG09263VUM
1	EOG09263VUM
2	EOG09263VUM
854423	EOG09263VUN
2	EOG09263VUN
9	EOG09263VWR
1	EOG09263VWR
2	EOG09263VWR
853442	EOG09263VYD
2	EOG09263VYD
852559	EOG09263W1F
9	EOG09263W1F
1	EOG09263W1F
2	EOG09263W1F
853398	EOG09263W2L
9	EOG09263W2L
2	EOG09263W2L
852444	EOG09263W3I
2	EOG09263W3I
854061	EOG09263W3I
9	EOG09263W48
1	EOG09263W48
854711	EOG09263W48
2	EOG09263W48
9	EOG09263W6Z
2	EOG09263W6Z
9	EOG09263W7L
856011	EOG09263W7L
2	EOG09263W7L
3361173	EOG09263W7R
2543314	EOG09263W7R
9	EOG09263W7R
3361187	EOG09263W7R
850850	EOG09263W7R
1	EOG09263W7R
851920	EOG09263W7R
2	EOG09263W7R
853257	EOG09263W8N
9	EOG09263WB5
853589	EOG09263WB5
1	EOG09263WB5
2	EOG09263WB5
852503	EOG09263WDJ
2	EOG09263WDJ
9	EOG09263WDO
2	EOG09263WF2
1	EOG09263WGD
2	EOG09263WGD
2	EOG09263WI7
852302	EOG09263WK0
851551	EOG09263WK0
852124	EOG09263WK0
2539000	EOG09263WK0
855947	EOG09263WK0
2542807	EOG09263WK0
2	EOG09263WK0
850322	EOG09263WK0
9	EOG09263WLB
852939	EOG09263WLB
2	EOG09263WLB
9	EOG09263WM5
1	EOG09263WM5
1	EOG09263WN3
2	EOG09263WOP
2	EOG09263WPY
854814	EOG09263WRH
2543416	EOG09263WRH
852789	EOG09263WRH
1	EOG09263WRH
2	EOG09263WRH
851860	EOG09263WRH
2538755	EOG09263WSC
2542763	EOG09263WSC
2542672	EOG09263WSC
853005	EOG09263WSC
2	EOG09263WSC
1	EOG09263WSS
856731	EOG09263WSS
2	EOG09263WSS
2	EOG09263WUI
853121	EOG09263WWI
2	EOG09263WWI
855184	EOG09263WXA
851470	EOG09263WXA
2	EOG09263WXA
854844	EOG09263WXV
1	EOG09263WXV
2	EOG09263WXV
1	EOG09263WZ2
855741	EOG09263WZ2
2	EOG09263WZ2
2	EOG09263X0H
854149	EOG09263X0V
9	EOG09263X0V
2	EOG09263X0V
850685	EOG09263X1F
2	EOG09263X1F
9	EOG09263X1H
2	EOG09263X1H
852230	EOG09263X22
2	EOG09263X22
851836	EOG09263X2G
1	EOG09263X2H
1	EOG09263X2J
854051	EOG09263X2J
2	EOG09263X2J
1	EOG09263X4B
850516	EOG09263X4B
2	EOG09263X4B
1	EOG09263X54
1	EOG09263X55
2	EOG09263X55
852481	EOG09263X5F
1	EOG09263X5F
9	EOG09263X61
1	EOG09263X61
2	EOG09263X61
1	EOG09263X6G
9	EOG09263X6G
2540175	EOG09263X6X
2543205	EOG09263X6X
1	EOG09263X6X
853036	EOG09263X6X
854119	EOG09263X6X
853168	EOG09263X6X
2	EOG09263X7F
856310	EOG09263X7O
2	EOG09263X7O
2	EOG09263X9V
855515	EOG09263XDK
2	EOG09263XDK
9	EOG09263XGO
2	EOG09263XGO
2	EOG09263XLG
9	EOG09263XM2
854856	EOG09263XM2
2	EOG09263XM2
850613	EOG09263XN3
2	EOG09263XN3
2	EOG09263XO1
2	EOG09263XOO
1	EOG09263XQL
2	EOG09263XQL
2	EOG09263XQW
2	EOG09263XQX
1	EOG09263XTL
855567	EOG09263XV2
9	EOG09263XV2
854217	EOG09263XV2
2	EOG09263XV2
9	EOG09263XVS
853392	EOG09263XVS
2	EOG09263XVS
1	EOG09263XWE
2	EOG09263XWE
9	EOG09263XY9
2	EOG09263XZN
850611	EOG09263XZN
9	EOG09263Y3L
2	EOG09263Y3L
853706	EOG09263Y3L
2538958	EOG09263Y4A
2539052	EOG09263Y4A
2	EOG09263Y4A
853792	EOG09263Y4A
1	EOG09263Y4J
2	EOG09263Y4J
2542101	EOG09263Y70
1	EOG09263Y70
2	EOG09263Y70
851704	EOG09263Y8T
9	EOG09263Y8T
1	EOG09263Y8T
2	EOG09263Y8T
9	EOG09263YAR
2	EOG09263YAR
9	EOG09263YBT
1	EOG09263YBT
851656	EOG09263YBT
2	EOG09263YBT
2	EOG09263YE9
850499	EOG09263YFH
1	EOG09263YFH
2	EOG09263YFH
9	EOG09263YFV
1	EOG09263YFV
2	EOG09263YFV
854726	EOG09263YFX
9	EOG09263YFX
2	EOG09263YFX
854850	EOG09263YNC
2	EOG09263YNC
1	EOG09263YPL
2	EOG09263YPL
9	EOG09263YQK
2	EOG09263YQK
852001	EOG09263YQK
853953	EOG09263YTJ
9	EOG09263YTJ
2	EOG09263YTJ
854235	EOG09263YTJ
1	EOG09263YU7
852991	EOG09263YUI
9	EOG09263YUI
2	EOG09263YUI
2	EOG09263YVR
9	EOG09263Z24
9	EOG09263Z2J
2	EOG09263Z2J
1	EOG09263Z3P
1	EOG09263Z41
2	EOG09263Z41
853849	EOG09263Z41
9	EOG09263Z5B
1	EOG09263Z5Q
855115	EOG09263Z5Q
2	EOG09263Z5Q
852098	EOG09263Z8I
2	EOG09263Z8I
855160	EOG09263Z9N
1	EOG09263Z9N
2	EOG09263Z9N
851855	EOG09263ZB9
9	EOG09263ZB9
2	EOG09263ZB9
856863	EOG09263ZBF
9	EOG09263ZBF
1	EOG09263ZBF
2	EOG09263ZBF
9	EOG09263ZBJ
855231	EOG09263ZBJ
2	EOG09263ZBJ
1	EOG09263ZCX
2	EOG09263ZCX
854731	EOG09263ZFE
9	EOG09263ZFE
851379	EOG09263ZFE
1	EOG09263ZFE
2	EOG09263ZFE
9	EOG09263ZFK
1	EOG09263ZG6
853893	EOG09263ZG6
2	EOG09263ZG6
1	EOG09263ZGO
9	EOG09263ZGO
9	EOG09263ZH9
1	EOG09263ZH9
2	EOG09263ZH9
2538966	EOG09263ZLP
9	EOG09263ZLP
855761	EOG09263ZLP
856683	EOG09263ZLP
2	EOG09263ZLP
2	EOG09263ZMT
855274	EOG09263ZOX
2	EOG09263ZOX
854463	EOG09263ZSC
2	EOG09263ZSC
855844	EOG09263ZTH
9	EOG09263ZTH
855221	EOG09263ZTH
2	EOG09263ZTH
1	EOG09263ZW6
852083	EOG09263ZW6
2	EOG09263ZW6
1	EOG09263ZX2
2	EOG09263ZXH
1	EOG09263ZXH
850990	EOG09263ZXO
2	EOG09263ZXO
2	EOG09263ZZ4
9	EOG0926400M
850709	EOG0926400M
2	EOG0926400M
2	EOG0926401B
9	EOG0926401B
9	EOG0926402P
1	EOG0926402P
2	EOG0926402P
2	EOG09264036
854877	EOG09264036
856247	EOG0926405M
9	EOG0926405M
2	EOG0926405M
2	EOG09264070
9	EOG0926407E
853109	EOG0926407T
1	EOG0926407T
2	EOG0926407T
2	EOG09264090
1	EOG0926409J
2	EOG0926409J
854811	EOG092640AT
2541928	EOG092640AT
854672	EOG092640AT
856712	EOG092640AT
2	EOG092640AT
854935	EOG092640BS
1	EOG092640BS
2	EOG092640BS
2	EOG092640CI
2538888	EOG092640DX
853146	EOG092640DX
853033	EOG092640DX
2	EOG092640DX
9	EOG092640EM
2	EOG092640EM
854718	EOG092640ET
2	EOG092640ET
852335	EOG092640HF
2	EOG092640HF
2	EOG092640HW
854792	EOG092640IZ
1	EOG092640IZ
2	EOG092640IZ
9	EOG092640KC
1	EOG092640KC
2	EOG092640KC
852225	EOG092640KC
851527	EOG092640KK
2	EOG092640KK
9	EOG092640MJ
853771	EOG092640NH
855103	EOG092640NH
2	EOG092640NH
1	EOG092640OQ
2	EOG092640OQ
9	EOG092640OY
854445	EOG092640OY
1	EOG092640OY
2	EOG092640OY
1	EOG092640PE
2	EOG092640PE
852813	EOG092640PE
855262	EOG092640PF
854454	EOG092640PF
856445	EOG092640PF
9	EOG092640PF
2541420	EOG092640PF
854411	EOG092640PF
2	EOG092640PF
9	EOG092640PR
852787	EOG092640PR
1	EOG092640PR
2	EOG092640PR
2542153	EOG092640RL
1	EOG092640RL
2	EOG092640RL
9	EOG092640UR
1	EOG092640UR
9	EOG092640WA
854398	EOG092640WA
1	EOG092640WA
2	EOG092640WA
9	EOG092640XM
1	EOG092640YK
856403	EOG092640ZF
2	EOG092640ZF
850344	EOG092640ZU
2	EOG092640ZU
852018	EOG0926410U
1	EOG0926410U
854327	EOG0926410U
2	EOG0926410U
851881	EOG0926412R
2	EOG0926412R
851302	EOG0926413I
855524	EOG0926413I
2	EOG0926413I
2539358	EOG0926413I
2	EOG0926414X
853348	EOG0926414X
1	EOG0926416U
2	EOG0926416U
851597	EOG0926417A
850385	EOG0926417A
852343	EOG0926417A
2	EOG0926417A
9	EOG0926418B
851781	EOG0926418B
855972	EOG0926419M
2539680	EOG0926419M
2	EOG0926419M
9	EOG092641A3
1	EOG092641A3
855041	EOG092641A3
