Gene_id_NCBI;OrthologueCluster_ortho_cluster
854543;EOG092D0YQS
854568;EOG092D0YS0
853271;EOG092D0YSG
854255;EOG092D0YT8
856583;EOG092D0YTJ
855135;EOG092D0YTK
852276;EOG092D0YTO
850572;EOG092D0YU6
854134;EOG092D0YU6
855277;EOG092D0YW3
854475;EOG092D0YW3
853854;EOG092D0YXS
850510;EOG092D0YYX
853418;EOG092D0YZ7
851259;EOG092D0YZ7
850636;EOG092D0YZ7
852203;EOG092D0YZ7
856840;EOG092D0YZ7
853497;EOG092D0Z2V
855889;EOG092D0Z5Z
852817;EOG092D0Z5Z
855673;EOG092D0ZAF
854552;EOG092D0ZAJ
854818;EOG092D0ZEU
855446;EOG092D0ZH8
854495;EOG092D0ZJC
854808;EOG092D0ZJC
855288;EOG092D0ZJC
851908;EOG092D0ZJT
850627;EOG092D0ZNF
856824;EOG092D0ZVB
855561;EOG092D0ZVY
856430;EOG092D0ZXA
855300;EOG092D0ZXI
851406;EOG092D0ZZ2
853924;EOG092D0ZZ4
853312;EOG092D0ZZ4
852461;EOG092D0ZZL
853668;EOG092D0ZZU
850770;EOG092D1015
850536;EOG092D1015
855398;EOG092D1015
851352;EOG092D1015
854009;EOG092D1015
853623;EOG092D1015
856640;EOG092D1015
855809;EOG092D1015
856494;EOG092D1015
855023;EOG092D1015
851946;EOG092D1015
856496;EOG092D1015
851944;EOG092D1015
856492;EOG092D1015
853216;EOG092D1015
851943;EOG092D1015
853236;EOG092D1015
851417;EOG092D1015
851333;EOG092D1015
856612;EOG092D1027
855130;EOG092D1027
853733;EOG092D1027
852468;EOG092D105K
851744;EOG092D109J
856436;EOG092D109Z
853818;EOG092D10BK
851789;EOG092D10DA
855423;EOG092D10DE
854037;EOG092D10DE
851499;EOG092D10DF
852744;EOG092D10DH
855885;EOG092D10DH
851889;EOG092D10DK
856595;EOG092D10GL
852599;EOG092D10JD
851098;EOG092D10MG
850648;EOG092D10MR
850707;EOG092D10MR
855535;EOG092D10OM
853734;EOG092D10OW
851503;EOG092D10SN
850879;EOG092D10SN
853160;EOG092D10UA
856077;EOG092D10UP
850749;EOG092D10XC
852945;EOG092D10ZS
851942;EOG092D110J
856491;EOG092D110J
850495;EOG092D110S
854007;EOG092D112D
851049;EOG092D116A
853648;EOG092D116E
851131;EOG092D116E
855357;EOG092D1179
854597;EOG092D11A1
850939;EOG092D11A3
851781;EOG092D11A3
856554;EOG092D11BK
853136;EOG092D11BK
853709;EOG092D11CB
853405;EOG092D11CB
852467;EOG092D11EA
855998;EOG092D11EA
853570;EOG092D11H4
855708;EOG092D11H8
853457;EOG092D11LN
854960;EOG092D11LT
855884;EOG092D11OI
856566;EOG092D11OX
853157;EOG092D11OX
853031;EOG092D11QL
852557;EOG092D11T9
855186;EOG092D11TE
852738;EOG092D11UU
851246;EOG092D11UU
855880;EOG092D11UU
854548;EOG092D11UU
853181;EOG092D11XU
853594;EOG092D120X
850668;EOG092D120X
854892;EOG092D120X
851369;EOG092D1233
855512;EOG092D1233
853504;EOG092D123M
852107;EOG092D124U
852640;EOG092D126A
854166;EOG092D126L
851797;EOG092D127I
853723;EOG092D128I
853461;EOG092D128I
852938;EOG092D128P
855006;EOG092D128S
852616;EOG092D129V
852785;EOG092D129V
854562;EOG092D12A7
852028;EOG092D12AA
855619;EOG092D12BM
854275;EOG092D12BM
853503;EOG092D12CU
856682;EOG092D12CU
854394;EOG092D12D4
853954;EOG092D12IJ
856078;EOG092D12N2
855879;EOG092D12RC
854698;EOG092D12VX
854417;EOG092D12XY
852371;EOG092D12Y0
856367;EOG092D12Z8
856432;EOG092D12ZM
854656;EOG092D131D
856443;EOG092D135K
853699;EOG092D135K
854135;EOG092D136Q
851807;EOG092D13AE
855859;EOG092D13FL
850549;EOG092D13G3
852605;EOG092D13H6
852605;EOG092D13H6
851217;EOG092D13HB
851653;EOG092D13K4
850777;EOG092D13KG
850766;EOG092D13MH
851770;EOG092D13PM
856012;EOG092D13QH
852779;EOG092D13SA
853300;EOG092D13TB
854662;EOG092D13U3
854542;EOG092D13UM
853832;EOG092D13XF
850733;EOG092D141S
850825;EOG092D141S
852978;EOG092D141S
851479;EOG092D141S
854708;EOG092D1439
852445;EOG092D143P
856438;EOG092D144H
855478;EOG092D144J
852654;EOG092D145A
851994;EOG092D1463
855792;EOG092D148Y
855132;EOG092D14CG
851216;EOG092D14LO
854111;EOG092D14LO
850372;EOG092D14MZ
856227;EOG092D14RL
852984;EOG092D14RL
852011;EOG092D14S7
856291;EOG092D14TO
851303;EOG092D14TX
850503;EOG092D14U1
851321;EOG092D14U9
855606;EOG092D14UK
854849;EOG092D14UK
856664;EOG092D14VS
853510;EOG092D14VS
856794;EOG092D14WT
856114;EOG092D14WT
851501;EOG092D14XV
855369;EOG092D1535
855204;EOG092D154X
853732;EOG092D15CJ
855131;EOG092D15CJ
854536;EOG092D15DH
852573;EOG092D15EX
853388;EOG092D15EX
854985;EOG092D15JE
854640;EOG092D15NL
854644;EOG092D15PM
855887;EOG092D15PQ
853207;EOG092D15SR
852601;EOG092D15SR
851350;EOG092D15SR
853625;EOG092D15SR
856758;EOG092D15UU
852332;EOG092D15XQ
850688;EOG092D15YH
856590;EOG092D1637
852681;EOG092D164H
855386;EOG092D164H
850352;EOG092D164Q
856601;EOG092D167J
851932;EOG092D16B7
850624;EOG092D16FH
852837;EOG092D16FL
856901;EOG092D16KC
854145;EOG092D16LB
853735;EOG092D16LC
855253;EOG092D16LD
852429;EOG092D16MM
854013;EOG092D16MS
855539;EOG092D16QG
855343;EOG092D16QK
852436;EOG092D16QK
856733;EOG092D16QM
854295;EOG092D16QX
851102;EOG092D16TH
850845;EOG092D16TQ
851962;EOG092D1718
852641;EOG092D1719
856413;EOG092D172M
856358;EOG092D175T
853758;EOG092D176H
855528;EOG092D176I
853288;EOG092D176N
851067;EOG092D176S
852932;EOG092D176S
855361;EOG092D17CQ
851222;EOG092D17D0
850893;EOG092D17F4
853953;EOG092D17H9
853894;EOG092D17I8
856648;EOG092D17IE
852216;EOG092D17IE
852266;EOG092D17KX
854383;EOG092D17MK
856807;EOG092D17MK
852523;EOG092D17RS
852495;EOG092D17TE
851798;EOG092D17UL
855149;EOG092D17W9
850715;EOG092D17W9
854988;EOG092D17X5
853182;EOG092D17XW
852861;EOG092D180C
855774;EOG092D181F
851756;EOG092D181M
852012;EOG092D1824
853445;EOG092D182U
853717;EOG092D187M
853338;EOG092D1884
854846;EOG092D18LG
852238;EOG092D18LG
852309;EOG092D18LG
850786;EOG092D18LW
853407;EOG092D18RA
853885;EOG092D18RA
855230;EOG092D18RK
855827;EOG092D18RK
852985;EOG092D18SO
852318;EOG092D18SW
856669;EOG092D18TZ
855502;EOG092D18W8
850435;EOG092D197K
855866;EOG092D199E
855224;EOG092D19A4
855836;EOG092D19A4
851374;EOG092D19AW
850747;EOG092D19C5
852565;EOG092D19C5
850391;EOG092D19CM
856699;EOG092D19CM
855228;EOG092D19EB
851153;EOG092D19EQ
854946;EOG092D19EQ
854419;EOG092D19G6
856668;EOG092D19GL
853048;EOG092D19HX
855995;EOG092D19HY
855034;EOG092D19P8
850609;EOG092D19RE
853419;EOG092D19T7
856555;EOG092D19TO
852090;EOG092D19TO
850963;EOG092D19VF
855608;EOG092D19YA
854911;EOG092D19YF
854346;EOG092D1A1J
851135;EOG092D1A3F
851905;EOG092D1A4T
852482;EOG092D1A50
851698;EOG092D1A87
852099;EOG092D1A8P
854559;EOG092D1AAX
853088;EOG092D1AAX
855328;EOG092D1ABF
855611;EOG092D1ACI
852802;EOG092D1ACI
854099;EOG092D1ACI
855870;EOG092D1ACI
856239;EOG092D1ACI
853552;EOG092D1AFQ
851767;EOG092D1AG9
852063;EOG092D1AHI
856398;EOG092D1AI0
851829;EOG092D1AJV
855086;EOG092D1ANV
855257;EOG092D1AOA
854241;EOG092D1AOO
855168;EOG092D1AQR
852540;EOG092D1AV1
852771;EOG092D1AV1
851029;EOG092D1AZP
855020;EOG092D1B2Q
855018;EOG092D1B2Q
854151;EOG092D1B2Q
850656;EOG092D1B2T
852066;EOG092D1B8B
854300;EOG092D1BAU
851859;EOG092D1BBT
853438;EOG092D1BFC
853333;EOG092D1BH6
854237;EOG092D1BHB
854364;EOG092D1BHB
850938;EOG092D1BHB
852088;EOG092D1BJQ
852262;EOG092D1BN5
855810;EOG092D1BN9
855810;EOG092D1BN9
854443;EOG092D1BQ4
855291;EOG092D1BQB
856115;EOG092D1BRJ
852160;EOG092D1BTG
852159;EOG092D1BTG
852161;EOG092D1BTG
851185;EOG092D1BTG
856630;EOG092D1BTG
856633;EOG092D1BTG
850478;EOG092D1BTG
856629;EOG092D1BTG
856628;EOG092D1BTG
856336;EOG092D1BTG
854630;EOG092D1BTG
853231;EOG092D1BTG
851184;EOG092D1BTG
854906;EOG092D1BTG
856334;EOG092D1BTG
851189;EOG092D1BTG
851187;EOG092D1BTG
853213;EOG092D1BTG
851189;EOG092D1BTG
856940;EOG092D1BTG
855377;EOG092D1BTG
851189;EOG092D1BTG
853213;EOG092D1BTG
853871;EOG092D1BU7
856539;EOG092D1BWI
856353;EOG092D1BXA
850658;EOG092D1BZZ
852716;EOG092D1C0C
850736;EOG092D1C0C
852308;EOG092D1C2P
851572;EOG092D1C2P
850955;EOG092D1C4I
855261;EOG092D1C8Y
854819;EOG092D1C98
856441;EOG092D1C9N
856754;EOG092D1CAY
854909;EOG092D1CGS
856702;EOG092D1CJS
854156;EOG092D1CKF
856556;EOG092D1CKZ
852499;EOG092D1CL2
851830;EOG092D1CLY
855833;EOG092D1CM1
852947;EOG092D1CMB
851071;EOG092D1CMB
852177;EOG092D1COF
853908;EOG092D1CQO
853332;EOG092D1CQO
856603;EOG092D1CTI
853473;EOG092D1CVC
851424;EOG092D1CVT
852886;EOG092D1CVT
852870;EOG092D1CVU
853857;EOG092D1CX4
851549;EOG092D1CX9
851414;EOG092D1CXA
851360;EOG092D1D3O
851401;EOG092D1D57
851096;EOG092D1D6V
853968;EOG092D1DAH
856861;EOG092D1DAI
855244;EOG092D1DAJ
856645;EOG092D1DAT
850441;EOG092D1DD3
851788;EOG092D1DDA
855355;EOG092D1DFM
851056;EOG092D1DFM
855975;EOG092D1DHZ
851531;EOG092D1DIJ
851960;EOG092D1DJB
856508;EOG092D1DJB
856196;EOG092D1DJJ
856108;EOG092D1DMQ
852130;EOG092D1DQH
850314;EOG092D1DQH
855176;EOG092D1DTI
851474;EOG092D1DTI
854919;EOG092D1DTI
851814;EOG092D1DTP
850942;EOG092D1DVS
851108;EOG092D1DWC
855648;EOG092D1DX2
856788;EOG092D1DYW
856789;EOG092D1DYW
856783;EOG092D1DYW
852689;EOG092D1DYW
852960;EOG092D1E0K
854183;EOG092D1E0K
850578;EOG092D1E0K
854010;EOG092D1E6V
851295;EOG092D1E6V
851295;EOG092D1E6V
854637;EOG092D1E6V
851655;EOG092D1E6Y
852152;EOG092D1E74
852683;EOG092D1EB5
853086;EOG092D1EK2
853023;EOG092D1EM9
853175;EOG092D1EME
852685;EOG092D1EU1
855971;EOG092D1EUT
855781;EOG092D1F1R
854285;EOG092D1FB6
853076;EOG092D1FC8
851897;EOG092D1FCW
851497;EOG092D1FE5
853527;EOG092D1FF7
855480;EOG092D1FGG
856145;EOG092D1FM1
856915;EOG092D1FMT
856327;EOG092D1FNT
853980;EOG092D1FNT
850290;EOG092D1FNT
854932;EOG092D1FQY
850491;EOG092D1FQY
854302;EOG092D1FR3
851997;EOG092D1FR3
850614;EOG092D1FSY
852639;EOG092D1FSY
851818;EOG092D1FU6
852550;EOG092D1FUC
853965;EOG092D1FUM
853944;EOG092D1G07
856477;EOG092D1G0I
851387;EOG092D1G2Z
856775;EOG092D1G5D
850333;EOG092D1G9G
852360;EOG092D1G9G
851616;EOG092D1G9G
853912;EOG092D1G9G
852121;EOG092D1G9G
853104;EOG092D1G9G
850665;EOG092D1G9G
855854;EOG092D1G9G
852361;EOG092D1G9G
854139;EOG092D1G9G
851457;EOG092D1G9X
856819;EOG092D1GB0
850652;EOG092D1GCX
851330;EOG092D1GI3
853647;EOG092D1GKW
855956;EOG092D1GKW
856374;EOG092D1GL8
856778;EOG092D1GLW
850900;EOG092D1GOQ
853669;EOG092D1GPC
851364;EOG092D1GUU
855532;EOG092D1GVT
853439;EOG092D1GX6
855336;EOG092D1GXN
850462;EOG092D1GZ5
852758;EOG092D1GZC
853617;EOG092D1H0Q
850690;EOG092D1H0Q
851310;EOG092D1H11
851247;EOG092D1H4W
854545;EOG092D1H4W
855335;EOG092D1H5T
852497;EOG092D1H6G
856847;EOG092D1H6L
852478;EOG092D1H7R
852293;EOG092D1H7R
852331;EOG092D1H7R
853039;EOG092D1H7R
856279;EOG092D1H7R
850631;EOG092D1H7R
854447;EOG092D1H7R
856444;EOG092D1H7R
855481;EOG092D1H8I
852541;EOG092D1H8O
853341;EOG092D1H8O
850527;EOG092D1H8Z
856090;EOG092D1H8Z
851982;EOG092D1H9Y
855602;EOG092D1HB6
856517;EOG092D1HB6
855029;EOG092D1HFX
854976;EOG092D1HJN
856183;EOG092D1HMN
853416;EOG092D1HN1
855137;EOG092D1HNY
853494;EOG092D1HOR
851752;EOG092D1HSA
854664;EOG092D1HUK
856000;EOG092D1HYF
850388;EOG092D1HZH
856769;EOG092D1I18
854775;EOG092D1I18
853843;EOG092D1I2I
853195;EOG092D1I4F
851112;EOG092D1I8J
851763;EOG092D1ICT
852424;EOG092D1IEY
853126;EOG092D1IJL
852035;EOG092D1IMT
854655;EOG092D1IRG
853971;EOG092D1IRG
855793;EOG092D1J0B
852803;EOG092D1J0B
853680;EOG092D1J0B
855263;EOG092D1J1B
852081;EOG092D1J3C
850605;EOG092D1J3R
852410;EOG092D1J6A
854498;EOG092D1J6K
853376;EOG092D1J8P
853389;EOG092D1JEF
853788;EOG092D1JH5
850492;EOG092D1JI8
850420;EOG092D1JIP
850522;EOG092D1JIT
855865;EOG092D1JJF
854503;EOG092D1JXZ
851205;EOG092D1JXZ
852439;EOG092D1JY2
854097;EOG092D1JY5
855206;EOG092D1K0U
855205;EOG092D1K0U
854556;EOG092D1K0U
856804;EOG092D1K0U
856044;EOG092D1K0U
851594;EOG092D1K5X
852946;EOG092D1K9T
854381;EOG092D1KAG
850717;EOG092D1KCE
855557;EOG092D1KCO
856626;EOG092D1KPD
854948;EOG092D1KPD
851152;EOG092D1KPD
854179;EOG092D1KRH
852747;EOG092D1KTN
853354;EOG092D1KTU
854192;EOG092D1KWA
852589;EOG092D1KXI
850894;EOG092D1L0N
853108;EOG092D1L11
855171;EOG092D1L48
851143;EOG092D1L75
852226;EOG092D1L7Y
855789;EOG092D1L93
851445;EOG092D1L9W
855660;EOG092D1LAT
854685;EOG092D1LAT
854686;EOG092D1LAT
851686;EOG092D1LC1
856741;EOG092D1LDV
856394;EOG092D1LDV
852600;EOG092D1LFM
852596;EOG092D1LGH
854869;EOG092D1LJK
855554;EOG092D1LSC
855118;EOG092D1LTM
853344;EOG092D1LUK
856760;EOG092D1LW4
851760;EOG092D1LW6
856815;EOG092D1LYU
851084;EOG092D1LZ9
856219;EOG092D1LZF
853774;EOG092D1M0O
853946;EOG092D1M0O
854220;EOG092D1M0O
853363;EOG092D1M12
853888;EOG092D1M12
854916;EOG092D1M2Q
854977;EOG092D1M2S
851380;EOG092D1M6F
856063;EOG092D1M7G
852351;EOG092D1M9D
855711;EOG092D1M9D
854713;EOG092D1M9D
856326;EOG092D1M9H
854473;EOG092D1M9P
851721;EOG092D1MCH
852733;EOG092D1MCM
851449;EOG092D1MCM
852054;EOG092D1MCM
854950;EOG092D1MJL
852924;EOG092D1MKN
855399;EOG092D1ML3
851073;EOG092D1MLK
853399;EOG092D1MLZ
852576;EOG092D1MLZ
854669;EOG092D1MMR
853592;EOG092D1MMT
854894;EOG092D1MMT
856589;EOG092D1MNK
853172;EOG092D1MNK
856019;EOG092D1MQ6
856434;EOG092D1MS0
854934;EOG092D1MYX
856649;EOG092D1MZ2
854164;EOG092D1MZ2
855442;EOG092D1N0P
856722;EOG092D1N0W
852788;EOG092D1N0X
856280;EOG092D1N29
853042;EOG092D1N29
853205;EOG092D1N40
852415;EOG092D1N56
853959;EOG092D1N56
855503;EOG092D1N80
855964;EOG092D1NA2
852317;EOG092D1NDG
856228;EOG092D1NFA
851654;EOG092D1NHN
851888;EOG092D1NJ7
856268;EOG092D1NL5
853025;EOG092D1NL5
853852;EOG092D1NLC
851844;EOG092D1NME
850598;EOG092D1NUG
853264;EOG092D1NUG
851981;EOG092D1NW2
854933;EOG092D1NX0
851687;EOG092D1O36
855484;EOG092D1O3X
855444;EOG092D1O6V
853830;EOG092D1O7A
854703;EOG092D1O8L
852586;EOG092D1O98
850599;EOG092D1OBG
852766;EOG092D1ODS
855981;EOG092D1ODU
852096;EOG092D1OEQ
856811;EOG092D1OF2
856381;EOG092D1OHT
851412;EOG092D1OKZ
852025;EOG092D1OL9
850450;EOG092D1OLH
850663;EOG092D1OLT
854094;EOG092D1OS8
850366;EOG092D1OV6
854717;EOG092D1OVL
853217;EOG092D1OVU
850577;EOG092D1OYO
856004;EOG092D1OYO
855160;EOG092D1P11
851054;EOG092D1P1B
852782;EOG092D1P2B
855900;EOG092D1P2U
854280;EOG092D1P4Z
856349;EOG092D1P58
856613;EOG092D1P5D
853267;EOG092D1P5K
850671;EOG092D1P6U
850421;EOG092D1P7M
855167;EOG092D1P9V
852797;EOG092D1PAI
852672;EOG092D1PES
853785;EOG092D1PFK
850625;EOG092D1PNA
855703;EOG092D1PNV
854724;EOG092D1PNV
853663;EOG092D1PQ3
854225;EOG092D1PTD
852902;EOG092D1PTT
855709;EOG092D1PTZ
854428;EOG092D1PWJ
855352;EOG092D1PXW
852856;EOG092D1PXW
853196;EOG092D1PXW
856362;EOG092D1Q04
853935;EOG092D1Q1R
853302;EOG092D1Q1R
853016;EOG092D1Q2Q
850489;EOG092D1Q2W
855451;EOG092D1Q2W
856646;EOG092D1Q2W
855863;EOG092D1Q2W
855453;EOG092D1Q2W
854530;EOG092D1Q2W
855917;EOG092D1Q5G
855465;EOG092D1Q73
854825;EOG092D1Q7K
851742;EOG092D1Q94
853466;EOG092D1Q9U
856054;EOG092D1QAP
855704;EOG092D1QCH
855897;EOG092D1QDG
856537;EOG092D1QDG
855568;EOG092D1QDG
856860;EOG092D1QDG
851117;EOG092D1QEF
854484;EOG092D1QHR
853246;EOG092D1QHR
854257;EOG092D1QLD
855739;EOG092D1QLG
854336;EOG092D1QLK
855049;EOG092D1QPX
855920;EOG092D1QQ2
850445;EOG092D1QQ3
852235;EOG092D1QWG
856484;EOG092D1QY9
851095;EOG092D1QZ9
852241;EOG092D1QZM
853567;EOG092D1QZM
851407;EOG092D1R2W
850982;EOG092D1R49
856411;EOG092D1R53
852212;EOG092D1R9G
856835;EOG092D1R9G
854448;EOG092D1RDH
853586;EOG092D1RDK
852591;EOG092D1RDM
854446;EOG092D1RF5
854501;EOG092D1RGQ
855642;EOG092D1RL8
851592;EOG092D1RO8
851805;EOG092D1RP8
854279;EOG092D1RSN
851786;EOG092D1RSS
855346;EOG092D1RSV
855663;EOG092D1RUY
851173;EOG092D1RV3
851804;EOG092D1RVR
852095;EOG092D1RW7
855123;EOG092D1RWO
852366;EOG092D1RYW
851929;EOG092D1RZN
853820;EOG092D1RZR
855278;EOG092D1RZR
853751;EOG092D1S2Y
856203;EOG092D1S33
850691;EOG092D1S42
852542;EOG092D1S5T
852092;EOG092D1S72
852762;EOG092D1S90
852881;EOG092D1S90
851809;EOG092D1S9J
853512;EOG092D1SAG
856652;EOG092D1SC1
852084;EOG092D1SCZ
855310;EOG092D1SES
853276;EOG092D1SGG
850655;EOG092D1SIG
855732;EOG092D1SIV
850361;EOG092D1SIV
856107;EOG092D1SIV
850774;EOG092D1SLT
856720;EOG092D1SLW
850330;EOG092D1SNS
856711;EOG092D1SOO
856582;EOG092D1SOO
853675;EOG092D1SQB
852774;EOG092D1SRJ
852543;EOG092D1SRJ
851525;EOG092D1SW4
854088;EOG092D1SW4
850783;EOG092D1T14
853574;EOG092D1T7G
854778;EOG092D1T8K
852292;EOG092D1TBG
855595;EOG092D1TC1
851762;EOG092D1TCE
852735;EOG092D1TDH
855803;EOG092D1TDY
851266;EOG092D1TFV
856654;EOG092D1TGC
852494;EOG092D1TGC
851886;EOG092D1THK
856903;EOG092D1THN
856370;EOG092D1TLN
852539;EOG092D1TP5
852719;EOG092D1TSH
850950;EOG092D1TSH
851158;EOG092D1TT3
853203;EOG092D1TT5
851394;EOG092D1TTT
851853;EOG092D1TUX
850854;EOG092D1TUX
851750;EOG092D1TUX
850854;EOG092D1TUX
852912;EOG092D1TUX
853485;EOG092D1TUX
850854;EOG092D1TUX
850854;EOG092D1TUX
850992;EOG092D1TW7
853179;EOG092D1TWQ
850430;EOG092D1TX8
850387;EOG092D1U17
852670;EOG092D1U19
856896;EOG092D1U27
855207;EOG092D1U4Z
852624;EOG092D1U4Z
854822;EOG092D1UC2
852679;EOG092D1UC9
853455;EOG092D1UCZ
852872;EOG092D1UE2
853541;EOG092D1UF7
854769;EOG092D1UI4
852821;EOG092D1UI4
852179;EOG092D1UIG
854424;EOG092D1UIM
852825;EOG092D1UIU
856742;EOG092D1UKL
852753;EOG092D1UL3
851074;EOG092D1ULK
854056;EOG092D1ULX
856419;EOG092D1UOB
851964;EOG092D1UQS
854845;EOG092D1USF
853447;EOG092D1USP
856255;EOG092D1USS
852590;EOG092D1USU
853964;EOG092D1UUE
854248;EOG092D1UUE
852520;EOG092D1UUH
852521;EOG092D1UUH
856746;EOG092D1UVP
854888;EOG092D1UWQ
850744;EOG092D1UWS
855570;EOG092D1UZY
851768;EOG092D1V0I
855084;EOG092D1V19
850833;EOG092D1V3H
850778;EOG092D1V43
851690;EOG092D1V43
854891;EOG092D1V4O
853014;EOG092D1V5P
853773;EOG092D1V62
854515;EOG092D1V68
850618;EOG092D1V68
856447;EOG092D1V7P
854027;EOG092D1V7P
850721;EOG092D1V7P
856158;EOG092D1V8V
852349;EOG092D1VC4
852577;EOG092D1VHF
852196;EOG092D1VHG
853677;EOG092D1VHP
852346;EOG092D1VIJ
851710;EOG092D1VIR
850798;EOG092D1VIR
855795;EOG092D1VJT
855786;EOG092D1VK5
853827;EOG092D1VKT
856369;EOG092D1VKT
852440;EOG092D1VPG
852748;EOG092D1VPK
856876;EOG092D1VPO
850394;EOG092D1VQF
855664;EOG092D1VUE
852094;EOG092D1VUN
854266;EOG092D1VUN
852504;EOG092D1VUN
852575;EOG092D1VV7
855422;EOG092D1VVG
851831;EOG092D1VW4
856694;EOG092D1VW4
855032;EOG092D1VW4
855716;EOG092D1VXO
852525;EOG092D1VZO
850904;EOG092D1W1T
853585;EOG092D1W6T
851273;EOG092D1W7D
853125;EOG092D1W8I
853821;EOG092D1WA5
853277;EOG092D1WB3
853886;EOG092D1WB7
851600;EOG092D1WDX
851127;EOG092D1WDX
854366;EOG092D1WDX
852962;EOG092D1WF4
851088;EOG092D1WF4
855746;EOG092D1WIA
852704;EOG092D1WJ0
855113;EOG092D1WJ1
852636;EOG092D1WPP
855984;EOG092D1WS1
854379;EOG092D1WS1
854623;EOG092D1WT3
856427;EOG092D1WXA
851938;EOG092D1WXA
856771;EOG092D1WXJ
856031;EOG092D1WXJ
856581;EOG092D1WXS
855721;EOG092D1X4O
852545;EOG092D1X5X
855953;EOG092D1X6S
850841;EOG092D1X6W
852399;EOG092D1X8Z
856716;EOG092D1X9M
856142;EOG092D1XAU
852173;EOG092D1XAU
852291;EOG092D1XEO
853401;EOG092D1XFN
853887;EOG092D1XJ3
855008;EOG092D1XPE
851376;EOG092D1XWL
856638;EOG092D1XWL
851614;EOG092D1XYV
855749;EOG092D1XZ7
851776;EOG092D1XZV
853508;EOG092D1Y21
856670;EOG092D1Y21
851028;EOG092D1Y2K
854954;EOG092D1Y9U
853918;EOG092D1Y9Z
853643;EOG092D1YB4
851977;EOG092D1YEJ
852133;EOG092D1YH8
854479;EOG092D1YHF
850860;EOG092D1YID
852322;EOG092D1YKJ
853601;EOG092D1YN8
854702;EOG092D1YT2
851682;EOG092D1YT4
852423;EOG092D1YV7
855303;EOG092D1YV7
854872;EOG092D1YV7
851557;EOG092D1YWG
854058;EOG092D1YXN
855035;EOG092D1YXU
853696;EOG092D1YZO
856425;EOG092D1YZO
851923;EOG092D1Z45
852171;EOG092D1Z59
855470;EOG092D1Z7T
851915;EOG092D1Z85
853019;EOG092D1Z97
855580;EOG092D1Z97
856260;EOG092D1Z97
852798;EOG092D1ZAB
855910;EOG092D1ZAB
855867;EOG092D1ZAQ
853661;EOG092D1ZDV
853159;EOG092D1ZEJ
850892;EOG092D1ZEW
851856;EOG092D1ZGE
854198;EOG092D1ZGE
851968;EOG092D1ZGV
854096;EOG092D1ZIJ
853659;EOG092D1ZJC
851623;EOG092D1ZN8
854991;EOG092D1ZR8
851545;EOG092D1ZWB
853002;EOG092D1ZXV
856236;EOG092D1ZXV
851400;EOG092D1ZXV
850907;EOG092D1ZXV
855342;EOG092D1ZZP
853274;EOG092D2068
853686;EOG092D2068
852739;EOG092D20BO
856461;EOG092D20CH
854200;EOG092D20CT
851142;EOG092D20FA
854062;EOG092D20FA
853355;EOG092D20G9
856559;EOG092D20G9
851618;EOG092D20HF
854434;EOG092D20IJ
1466434;EOG092D20LI
855050;EOG092D20LI
855249;EOG092D20P8
853398;EOG092D20QX
854739;EOG092D20R1
855501;EOG092D20S5
850871;EOG092D20SD
855723;EOG092D20SD
851493;EOG092D20SD
856221;EOG092D20XJ
856575;EOG092D20Y4
851148;EOG092D210J
850714;EOG092D210Y
853755;EOG092D210Y
852466;EOG092D212V
855913;EOG092D218K
855688;EOG092D219U
852464;EOG092D21AF
854557;EOG092D21AU
851237;EOG092D21AU
854437;EOG092D21FD
851211;EOG092D21FU
850319;EOG092D21I8
855418;EOG092D21K7
854036;EOG092D21K7
856382;EOG092D21K7
854736;EOG092D21L6
856814;EOG092D21L6
853307;EOG092D21RZ
853927;EOG092D21RZ
855990;EOG092D21S0
856307;EOG092D21TB
851066;EOG092D21TQ
851980;EOG092D21UV
856342;EOG092D21VW
854130;EOG092D220J
856243;EOG092D220J
855161;EOG092D225O
852755;EOG092D225W
856058;EOG092D228O
853386;EOG092D22CM
853695;EOG092D22H1
851075;EOG092D22HX
854079;EOG092D22K8
854660;EOG092D22L9
853369;EOG092D22M3
853880;EOG092D22M3
853654;EOG092D22MH
855950;EOG092D22MY
856379;EOG092D22NY
855977;EOG092D22SO
851475;EOG092D22TL
851467;EOG092D22TO
851263;EOG092D22UH
850585;EOG092D22W1
853866;EOG092D22WP
852356;EOG092D22WR
850327;EOG092D22XI
855869;EOG092D22XR
854092;EOG092D22XR
856866;EOG092D232A
852696;EOG092D232A
856512;EOG092D232L
852330;EOG092D236A
851581;EOG092D236A
852743;EOG092D2377
855882;EOG092D2377
851725;EOG092D238Q
850824;EOG092D238Q
853538;EOG092D23A0
852845;EOG092D23A0
851821;EOG092D23A4
855556;EOG092D23A8
853427;EOG092D23C7
853091;EOG092D23C7
852806;EOG092D23DO
856675;EOG092D23E1
854925;EOG092D23E1
854072;EOG092D23E8
854071;EOG092D23E8
854864;EOG092D23EA
854790;EOG092D23EJ
855764;EOG092D23FB
853007;EOG092D23IO
856104;EOG092D23JK
854942;EOG092D23P5
855163;EOG092D23QG
853169;EOG092D23QJ
856579;EOG092D23QJ
854575;EOG092D23QJ
854575;EOG092D23QJ
855373;EOG092D23QJ
854284;EOG092D23QW
851771;EOG092D23QX
855841;EOG092D23QX
856660;EOG092D23RQ
852209;EOG092D23UA
856838;EOG092D23UA
855256;EOG092D23UZ
851269;EOG092D23VA
855672;EOG092D23VA
